📺央视频道,#genre#
CCTV13,http://223.241.247.214:9901/tsfile/live/0013_1.m3u8$订阅源
CCTV13,http://219.128.121.202:59901/tsfile/live/0013_1.m3u8?key=txiptv$订阅源
CCTV13,http://123.182.60.29:9002/hls/13/index.m3u8$订阅源
CCTV13,http://202.100.46.58:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV14,http://221.226.4.10:9901/tsfile/live/0014_1.m3u8$订阅源
CCTV14,http://8.138.7.223/tv/mgitv.php?id=69$订阅源
CCTV14,http://222.169.85.8:9901/tsfile/live/0014_1.m3u8$订阅源
CCTV14,http://61.156.228.12:8154/tsfile/live/0014_1.m3u8$订阅源
CCTV14,http://218.89.240.144:59901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV14,http://223.241.247.214:9901/tsfile/live/0014_1.m3u8$订阅源
CCTV14,http://219.128.121.202:59901/tsfile/live/0014_1.m3u8?key=txiptv$订阅源
CCTV14,http://58.17.48.228:808/hls/14/index.m3u8$订阅源
CCTV14,http://123.182.60.29:9002/hls/14/index.m3u8$订阅源
CCTV14,http://202.100.46.58:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV15,http://8.138.7.223/tv/mgitv.php?id=74$订阅源
CCTV15,http://61.156.228.12:8154/tsfile/live/0015_1.m3u8$订阅源
CCTV15,http://218.89.240.144:59901/tsfile/live/0015_1.m3u8$订阅源
CCTV15,http://223.241.247.214:9901/tsfile/live/0015_1.m3u8$订阅源
CCTV15,http://219.128.121.202:59901/tsfile/live/0015_1.m3u8?key=txiptv$订阅源
CCTV15,http://123.182.60.29:9002/hls/15/index.m3u8$订阅源
CCTV15,http://202.100.46.58:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV15,http://58.19.43.46:9901/tsfile/live/1034_1.m3u8$订阅源
CCTV15,http://219.135.180.210:18888/hls/15/index.m3u8$订阅源
CCTV15,http://123.132.233.194:352/tsfile/live/0015_1.m3u8$订阅源
CCTV16,http://8.138.7.223/tv/mgitv.php?id=78$订阅源
CCTV16,http://120.55.49.231:3095/rtp/233.50.201.192:5140$组播源
CCTV16,http://58.17.48.228:808/hls/25/index.m3u8$订阅源
CCTV16,http://202.100.46.58:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV16,http://219.135.180.210:18888/hls/31/index.m3u8$订阅源
CCTV16,http://58.221.214.82:9901/tsfile/live/0002_2.m3u8$订阅源
CCTV16,http://117.27.190.42:9998/tsfile/live/23249_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV16,http://121.19.134.222:808/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV16,http://58.17.116.69:9908/tsfile/live/0001_17.m3u8$订阅源
CCTV16,http://183.191.144.167:9003/hls/17/index.m3u8$订阅源
CCTV17,http://8.138.7.223/tv/mgitv.php?id=79$订阅源
CCTV17,http://61.156.228.12:8154/tsfile/live/0019_1.m3u8$订阅源
CCTV17,http://218.89.240.144:59901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV17,http://58.19.43.46:9901/tsfile/live/1047_1.m3u8$订阅源
CCTV17,http://219.135.180.210:18888/hls/24/index.m3u8$订阅源
CCTV17,http://123.132.233.194:352/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV17,http://36.44.157.133:9901/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV17,http://58.221.214.82:9901/tsfile/live/0003_2.m3u8$订阅源
CCTV17,http://110.80.17.38:9901/tsfile/live/0007_1.m3u8?key=txiptv$订阅源
CCTV17,http://117.27.190.42:9998/tsfile/live/23247_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV4K,http://home.wwang.pw:35455/gaoma/cctv4k.m3u8$订阅源
CCTV4K,http://home.dzlove.top:35455/rptv/G_CCTV-4K-HD.m3u8?license=gitv$订阅源
CCTV4K,http://3.itv.nctv.top:35455/gaoma/cctv4k.m3u8$订阅源
CCTV4K,http://livetv.wqwqwq.sbs/gaoma/cctv4k.m3u8$订阅源
CCTV4K,http://www.clmy.cc:35455/gaoma/cctv4k_10m.m3u8$订阅源
CCTV16(4K),http://home.dzlove.top:35455/itv/5000000008000023254.m3u8?cdn=bestzb$订阅源
CCTV16(4K),http://livetv.wqwqwq.sbs/itv/5000000008000023254.m3u8?cdn=bestzb$订阅源
CCTV8K,http://home.wwang.pw:35455/gaoma/cctv8k_36m.m3u8$订阅源
CCTV8K,http://www.clmy.cc:35455/gaoma/cctv8k_36m.m3u8$订阅源
CCTV8k,http://home.wwang.pw:35455/gaoma/cctv8k_36m.m3u8$订阅源

🕘️更新时间,#genre#
2025-01-29 11:18:47,http://58.19.38.162:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源|
